filename	path	status	matched_article_slug	width	height	reason	recommended_action
amazon-first-stop-for-backyard-robotics-image-001.jpg	public/images/insights/amazon-first-stop-for-backyard-robotics-image-001.jpg	keep	amazon-first-stop-for-backyard-robotics	1920	1080	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
american-factory-and-manufacturing-transfer-image-001.jpg	public/images/insights/american-factory-and-manufacturing-transfer-image-001.jpg	keep	american-factory-and-manufacturing-transfer	645	522	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
anker-cleaning-appliance-strategy-analysis-image-01.jpg	public/images/insights/anker-cleaning-appliance-strategy-analysis-image-01.jpg	keep	anker-cleaning-appliance-strategy-analysis	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
anker-floorcare-strategy-problem-cover.jpg	public/images/insights/anker-floorcare-strategy-problem-cover.jpg	needs-review		1600	900	no confident article match from filename; manual review required	manual review required
anker-innovation-lacks-methodology-image-001.jpg	public/images/insights/anker-innovation-lacks-methodology-image-001.jpg	keep	anker-innovation-lacks-methodology	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
anker-needs-a-hard-battle-image-001.jpg	public/images/insights/anker-needs-a-hard-battle-image-001.jpg	keep	anker-needs-a-hard-battle	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
anker-shallow-sea-strategy-and-talent-platform-image-01.jpg	public/images/insights/anker-shallow-sea-strategy-and-talent-platform-image-01.jpg	keep	anker-shallow-sea-strategy-and-talent-platform	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
anker-shallow-sea-strategy-and-talent-platform-image-02.jpg	public/images/insights/anker-shallow-sea-strategy-and-talent-platform-image-02.jpg	keep	anker-shallow-sea-strategy-and-talent-platform	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
awe-china-cleaning-appliance-signals-cover.jpg	public/images/insights/awe-china-cleaning-appliance-signals-cover.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1672	941	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-001.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-001.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-002.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-002.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-003.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-003.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-004.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-004.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-005.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-005.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-006.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-006.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-007.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-007.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-008.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-008.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-009.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-009.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-010.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-010.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-011.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-011.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-012.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-012.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-013.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-013.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-014.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-014.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-015.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-015.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-016.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-016.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-017.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-017.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-018.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-018.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-019.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-019.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-020.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-020.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-021.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-021.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-022.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-022.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-023.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-023.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-024.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-024.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-025.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-025.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-026.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-026.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-027.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-027.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-028.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-028.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
awe-china-cleaning-appliance-signals-image-029.jpg	public/images/insights/awe-china-cleaning-appliance-signals-image-029.jpg	migrate-candidate	cleaning-appliance-companies-at-awe	1600	900	filename likely belongs to article slug cleaning-appliance-companies-at-awe; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
beatbot-in-leifeng-coverage-image-01.jpg	public/images/insights/beatbot-in-leifeng-coverage-image-01.jpg	keep	beatbot-in-leifeng-coverage	1672	941	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
bissell-crosswave-100-million-dollar-hit-cover.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-cover.jpg	migrate-candidate		1672	941	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-001.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-001.jpg	migrate-candidate		588	442	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-002.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-002.jpg	migrate-candidate		497	561	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-003.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-003.jpg	migrate-candidate		381	572	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-004.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-004.jpg	migrate-candidate		387	387	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-005.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-005.jpg	migrate-candidate		374	463	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-006.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-006.jpg	migrate-candidate		339	405	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-007.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-007.jpg	migrate-candidate		361	536	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-008.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-008.jpg	migrate-candidate		581	576	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-009.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-009.jpg	migrate-candidate		1058	554	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-010.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-010.jpg	migrate-candidate		1036	188	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-011.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-011.jpg	migrate-candidate		1010	154	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-012.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-012.jpg	migrate-candidate		379	145	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-013.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-013.jpg	migrate-candidate		805	148	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-100-million-dollar-hit-image-014.jpg	public/images/insights/bissell-crosswave-100-million-dollar-hit-image-014.jpg	migrate-candidate		1033	157	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
bissell-crosswave-hard-floor-washer-logic-image-001.jpg	public/images/insights/bissell-crosswave-hard-floor-washer-logic-image-001.jpg	keep	bissell-crosswave-hard-floor-washer-logic	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
bissell-itc-337-investigation-against-tineco-image-01.png	public/images/insights/bissell-itc-337-investigation-against-tineco-image-01.png	keep	bissell-itc-337-investigation-against-tineco	548	182	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
bissell-vs-tineco-patent-details-image-001.jpg	public/images/insights/bissell-vs-tineco-patent-details-image-001.jpg	keep	bissell-vs-tineco-patent-details	943	529	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
bosch-cordless-dust-collector-image-001.jpg	public/images/insights/bosch-cordless-dust-collector-image-001.jpg	keep	bosch-cordless-dust-collector	677	267	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
can-dji-become-top-three-in-robot-vacuums-image-01.jpg	public/images/insights/can-dji-become-top-three-in-robot-vacuums-image-01.jpg	keep	can-dji-become-top-three-in-robot-vacuums	1672	941	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
casual-gossip-on-dji-robot-vacuum-image-01.jpg	public/images/insights/casual-gossip-on-dji-robot-vacuum-image-01.jpg	keep	casual-gossip-on-dji-robot-vacuum	1672	941	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
china-cleaning-robot-giants-move-into-backyard-image-01.jpg	public/images/insights/china-cleaning-robot-giants-move-into-backyard-image-01.jpg	keep	china-cleaning-robot-giants-move-into-backyard	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
china-premium-vacuum-brand-opportunity-image-001.jpg	public/images/insights/china-premium-vacuum-brand-opportunity-image-001.jpg	keep	china-premium-vacuum-brand-opportunity	746	392	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
china-us-trade-war-pause-image-001.jpg	public/images/insights/china-us-trade-war-pause-image-001.jpg	keep	china-us-trade-war-pause	894	125	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
chinese-cleaning-brands-at-ces-2026-image-01.jpg	public/images/insights/chinese-cleaning-brands-at-ces-2026-image-01.jpg	keep	chinese-cleaning-brands-at-ces-2026	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-019.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-019.jpg	keep	cleaning-appliance-companies-at-awe	645	577	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-020.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-020.jpg	keep	cleaning-appliance-companies-at-awe	713	557	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-021.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-021.jpg	keep	cleaning-appliance-companies-at-awe	435	274	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-022.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-022.jpg	keep	cleaning-appliance-companies-at-awe	707	501	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-023.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-023.jpg	keep	cleaning-appliance-companies-at-awe	478	608	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-024.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-024.jpg	keep	cleaning-appliance-companies-at-awe	767	537	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-025.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-025.jpg	keep	cleaning-appliance-companies-at-awe	752	534	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-026.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-026.jpg	keep	cleaning-appliance-companies-at-awe	779	550	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-027.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-027.jpg	keep	cleaning-appliance-companies-at-awe	432	548	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-028.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-028.jpg	keep	cleaning-appliance-companies-at-awe	359	253	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-companies-at-awe-image-029.jpg	public/images/insights/cleaning-appliance-companies-at-awe-image-029.jpg	keep	cleaning-appliance-companies-at-awe	588	410	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
cleaning-appliance-industry-age-of-navigation-image-01.jpg	public/images/insights/cleaning-appliance-industry-age-of-navigation-image-01.jpg	keep	cleaning-appliance-industry-age-of-navigation	1672	941	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
collapse-of-godfreys-image-01.jpg	public/images/insights/collapse-of-godfreys-image-01.jpg	keep	collapse-of-godfreys	1672	941	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
complete-hard-floor-washer-buying-guide-cover.jpg	public/images/insights/complete-hard-floor-washer-buying-guide-cover.jpg	migrate-candidate	hard-floor-washer-buying-guide-2022	819	435	filename likely belongs to article slug hard-floor-washer-buying-guide-2022; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
complete-hard-floor-washer-buying-guide-image-001.jpg	public/images/insights/complete-hard-floor-washer-buying-guide-image-001.jpg	migrate-candidate	hard-floor-washer-buying-guide-2022	819	435	filename likely belongs to article slug hard-floor-washer-buying-guide-2022; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
complete-hard-floor-washer-buying-guide-image-002.jpg	public/images/insights/complete-hard-floor-washer-buying-guide-image-002.jpg	migrate-candidate	hard-floor-washer-buying-guide-2022	714	279	filename likely belongs to article slug hard-floor-washer-buying-guide-2022; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
complete-hard-floor-washer-buying-guide-image-003.jpg	public/images/insights/complete-hard-floor-washer-buying-guide-image-003.jpg	migrate-candidate	hard-floor-washer-buying-guide-2022	671	287	filename likely belongs to article slug hard-floor-washer-buying-guide-2022; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
complete-hard-floor-washer-buying-guide-image-004.jpg	public/images/insights/complete-hard-floor-washer-buying-guide-image-004.jpg	migrate-candidate	hard-floor-washer-buying-guide-2022	1170	2532	filename likely belongs to article slug hard-floor-washer-buying-guide-2022; review whether to reconnect or rename	review against matched article and decide whether to reconnect, rename, or keep as backup
deerma-floorcare-value-for-money-limit-image-001.jpg	public/images/insights/deerma-floorcare-value-for-money-limit-image-001.jpg	keep	deerma-floorcare-value-for-money-limit	1600	900	unused body image matching an existing article slug; likely extra source image or backup	retain in public/images/insights until article-level review
delonghi-small-appliance-brand-history-cover.jpg	public/images/insights/delonghi-small-appliance-brand-history-cover.jpg	migrate-candidate		1600	900	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
delonghi-small-appliance-brand-history-image-001.jpg	public/images/insights/delonghi-small-appliance-brand-history-image-001.jpg	migrate-candidate		1600	900	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
delonghi-small-appliance-brand-history-image-002.jpg	public/images/insights/delonghi-small-appliance-brand-history-image-002.jpg	migrate-candidate		1600	900	legacy slug or old batch naming pattern; compare against current article slug before any cleanup	review against matched article and decide whether to reconnect, rename, or keep as backup
